Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months
1522-VVDMG,Male,25,Yes,0,Oakland,94611,37.828416,-122.216005,1,7
1525-LNLOJ,Male,34,Yes,0,Bakersfield,93305,35.391733,-118.984109,5,66
1527-SXDPN,Male,63,Yes,0,San Diego,92109,32.787836,-117.232376,1,52
1530-ZTDOZ,Female,57,Yes,0,Studio City,91604,34.139082,-118.39275,6,49
1534-OULXE,Female,34,Yes,2,Atherton,94027,37.454924,-122.203168,2,61
1535-VTJOQ,Female,19,No,0,Thornton,95686,38.157794,-121.520223,0,24
1536-HBSWP,Female,33,No,0,Terra Bella,93270,35.939068,-119.043666,0,1
1536-YHDOE,Male,58,Yes,3,Round Mountain,96084,40.923558,-122.059933,10,17
1539-LNKHM,Female,53,No,0,Orange Cove,93646,36.633498,-119.298895,0,12
1541-ETJZO,Male,58,No,0,Wheatland,95692,39.043387,-121.409837,0,1
1543-LLLFT,Male,77,Yes,0,Waterford,95386,37.669516,-120.626964,2,61
1544-JJMYL,Male,19,No,0,San Jose,95119,37.233226,-121.78809,0,27
1545-ACTAS,Female,53,Yes,2,West Covina,91791,34.061634,-117.893169,2,48
1545-JFUML,Male,50,Yes,0,San Diego,92111,32.805518,-117.169052,5,71
1548-ARAGG,Female,28,Yes,3,Cedar Glen,92321,34.255203,-117.175654,9,4
1548-FEHVL,Male,40,Yes,0,Weed,96094,41.465121,-122.380947,6,61
1550-EENBN,Female,23,No,0,Concord,94519,37.990118,-122.012188,0,31
1550-LOAHA,Female,53,Yes,0,Orangevale,95662,38.689174,-121.218435,1,32
1552-AAGRX,Female,22,No,0,Visalia,93277,36.303793,-119.375646,0,30
1552-CZCLL,Female,31,Yes,1,Descanso,91916,32.912664,-116.635387,4,55
1552-TKMXS,Female,37,Yes,0,Fresno,93705,36.78724,-119.827813,0,42
1555-DJEQW,Female,21,Yes,0,Cupertino,95014,37.306612,-122.080621,1,70
1555-HAPSU,Female,25,Yes,2,Fresno,93727,36.751489,-119.68072,1,71
1557-EMYVT,Female,25,No,0,Tecate,91980,32.587557,-116.636816,0,43
1559-DTODC,Male,37,No,0,Santa Barbara,93111,34.460197,-119.802602,0,19
1561-BWHIN,Male,33,Yes,1,Maywood,90270,33.988572,-118.186565,1,19
1563-IWQEX,Female,43,No,0,Chula Vista,91913,32.64164,-116.985026,0,12
1564-HJUVY,Male,53,No,0,Modesto,95354,37.639029,-120.964772,0,4
1564-NTYXF,Female,79,No,0,San Marcos,92078,33.119028,-117.166036,0,13
1565-RHDJD,Female,21,No,0,Palo Cedro,96073,40.582399,-122.195512,0,4
1567-DSCIC,Male,59,No,0,San Mateo,94401,37.590421,-122.306467,0,8
1568-BEKZM,Male,65,Yes,0,Baldwin Park,91706,34.098275,-117.967399,7,70
1568-LJSZU,Male,39,Yes,0,Harbor City,90710,33.798266,-118.300237,4,68
1569-TTNYJ,Male,55,Yes,0,Richmond,94805,37.941456,-122.320968,1,5
1571-SAVHK,Male,20,No,0,Meadow Vista,95722,39.003358,-121.022539,0,12
1573-LGXBA,Male,26,Yes,3,Soledad,93960,36.414216,-121.360597,1,57
1574-DYCWE,Female,60,Yes,1,Escondido,92027,33.141265,-116.967221,10,51
1575-KRZZE,Female,64,No,0,Murphys,95247,38.147852,-120.440124,0,4
1576-PFZIW,Male,70,Yes,0,Bakersfield,93301,35.383937,-119.020428,2,70
1577-HKTFG,Female,42,Yes,0,Elk Grove,95624,38.434138,-121.30587,1,30
1579-KLYDT,Male,31,No,0,Hickman,95323,37.605926,-120.69955,0,7
1580-BMCMR,Male,66,No,0,Tehachapi,93561,35.073777,-118.652112,0,19
1582-RAFML,Male,26,No,0,Sacramento,95821,38.625096,-121.383658,0,1
1583-IHQZE,Male,60,No,0,Camarillo,93010,34.227846,-119.079903,0,12
1585-MQSSU,Male,36,No,0,Santa Rosa,95404,38.526941,-122.709096,0,17
1587-FKLZB,Male,79,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,66
1589-AGTLK,Male,26,No,0,San Diego,92129,32.961064,-117.134917,0,3
1591-MQJTP,Male,76,Yes,0,Long Beach,90804,33.783047,-118.1486,7,51
1591-NFNLQ,Male,38,No,0,Fallbrook,92028,33.362575,-117.299644,0,51
1591-XWLGB,Female,44,Yes,0,El Cajon,92021,32.832706,-116.873258,10,71
1596-BBVTG,Male,53,No,0,San Dimas,91773,34.102119,-117.815532,0,35
1596-OQSPS,Female,64,No,0,Pasadena,91104,34.165383,-118.123752,0,11
1597-FZREH,Female,39,No,0,Shoshone,92384,35.924252,-116.188668,0,2
1597-LHYNC,Female,74,No,0,Auburn,95602,38.99003,-121.114408,0,26
1599-EAHXY,Male,37,Yes,2,Gold Run,95717,39.170376,-120.838404,1,60
1599-MMYRQ,Male,27,Yes,3,Forestville,95436,38.499302,-122.92444,1,62
1600-DILPE,Female,47,No,0,Richvale,95974,39.495768,-121.747472,0,12
1602-IJQQE,Female,42,No,0,Whittier,90602,33.972119,-118.020188,0,4
1608-GMEWB,Male,76,No,0,Stockton,95215,37.946282,-121.139499,0,45
1612-EOHDH,Female,29,No,0,Pacoima,91331,34.255442,-118.421314,0,1
1614-JBEBI,Female,59,No,0,Georgetown,95634,38.9386,-120.785514,0,8
1618-CFHME,Female,30,No,0,Riverbank,95367,37.734971,-120.954271,0,2
1619-YWUBB,Female,38,Yes,0,Avery,95224,38.208336,-120.339938,2,68
1621-YNCJH,Female,54,Yes,0,Sacramento,95823,38.475465,-121.443625,4,36
1622-HSHSF,Female,44,No,0,Biggs,95917,39.457388,-121.818201,0,1
1623-NLDOT,Female,55,Yes,0,Lancaster,93534,34.727529,-118.153098,1,42
1624-NALOJ,Male,75,No,0,North Hollywood,91605,34.207295,-118.400022,0,5
1624-WOIWJ,Female,40,No,0,Nicasio,94946,38.065359,-122.665566,0,10
1625-JAIIY,Female,42,Yes,0,Torrance,90505,33.807882,-118.347957,1,68
1626-ERCMM,Male,75,Yes,0,Camp Nelson,93208,36.057458,-118.591951,7,20
1627-AFWVJ,Female,30,No,0,Tahoe Vista,96148,39.24124,-120.054765,0,29
1628-BIZYP,Male,60,No,0,Brentwood,94513,37.908242,-121.682472,0,1
1629-DQQVB,Female,19,No,0,Keeler,93530,36.560498,-117.962461,0,14
1635-FJFCC,Female,46,No,0,Acton,93510,34.501452,-118.207862,0,5
1635-HDGFT,Female,29,No,1,Manton,96059,40.426679,-121.850421,0,19
1635-NZATJ,Male,80,Yes,0,Alameda,94501,37.774633,-122.274434,3,71
1636-NTNCO,Male,72,No,0,Valley Village,91607,34.165783,-118.399795,0,4
1640-PLFMP,Female,20,No,0,Los Angeles,90026,34.078991,-118.263804,0,1
1641-BYBTK,Male,38,No,2,Stockton,95205,37.965695,-121.260051,0,6
1641-RQDAY,Female,77,Yes,2,Wallace,95254,38.192608,-120.957842,1,32
1642-HMARX,Female,45,Yes,0,Topanga,90290,34.115192,-118.61017,10,68
1644-IRKSF,Female,48,Yes,0,La Palma,90623,33.850504,-118.039892,5,33
1656-DRSMG,Female,40,No,0,Chico,95973,39.903272,-121.843567,0,63
1657-DYMBM,Male,35,Yes,0,Temecula,92591,33.540604,-117.10909,8,53
1658-BYGOY,Male,71,No,3,Los Angeles,90065,34.108833,-118.229715,0,18
1658-TJVOA,Female,65,No,0,Cazadero,95421,38.578807,-123.19338,0,6
1658-XUHBX,Female,75,Yes,1,Modesto,95357,37.670526,-120.877572,3,59
1660-HSOOQ,Male,60,No,0,Santa Barbara,93105,34.037342,-119.80079,0,1
1661-CZBAU,Male,50,No,0,Carlotta,95528,40.497283,-123.93037,0,48
1663-MHLHE,Male,33,No,0,Duarte,91010,34.145695,-117.95982,0,1
1666-JXLKU,Female,64,No,0,Shingle Springs,95682,38.598936,-120.963092,0,37
1666-JZPZT,Male,61,No,0,Twin Bridges,95735,38.805481,-120.13287,0,27
1670-SVOWZ,Female,57,Yes,0,Mira Loma,91752,33.999992,-117.535395,1,14
1676-MQAOA,Male,32,No,0,North Hollywood,91606,34.187599,-118.387125,0,72
1678-FYZOW,Female,28,No,0,Sacramento,95835,38.685069,-121.543709,0,3
1679-JRFBR,Female,27,Yes,0,Long Beach,90805,33.864622,-118.179626,4,70
1680-VDCWW,Male,45,Yes,0,Los Angeles,90023,34.017697,-118.200577,10,12
1682-VCOIO,Male,56,No,0,Sacramento,95816,38.574856,-121.46504,0,23
1684-FLBGS,Female,60,Yes,1,San Diego,92139,32.677716,-117.047666,6,23
1685-BQULA,Female,54,No,0,La Quinta,92253,33.695532,-116.310571,0,40
1685-VAYJF,Male,44,No,0,Salinas,93907,36.77462,-121.664714,0,11
1686-STUHN,Male,55,No,0,Creston,93432,35.480896,-120.469476,0,42
1689-MRZQR,Male,36,Yes,0,Turlock,95382,37.529656,-120.854357,1,34
1689-YQBYY,Female,43,No,1,Los Gatos,95030,37.222842,-121.988727,0,12
1696-HXOWK,Female,53,Yes,0,Riverside,92506,33.930931,-117.361788,6,71
1696-MZVAU,Male,27,Yes,0,Los Angeles,90043,33.988543,-118.334081,8,39
1697-BCSHV,Female,44,Yes,1,Guinda,95637,38.830739,-122.196202,2,58
1697-LYYYX,Female,21,Yes,1,Cotati,94931,38.326215,-122.718742,8,61
1697-NVVGY,Male,71,Yes,0,Fresno,93728,36.757345,-119.818274,1,19
1698-XFZCI,Male,30,No,0,Artesia,90701,33.867593,-118.080637,0,61
1699-HPSBG,Male,44,No,0,Palm Springs,92264,33.745746,-116.514215,0,12
1699-TLDLZ,Female,44,Yes,2,Los Angeles,90046,34.108455,-118.362081,10,16
1699-UOTXU,Male,24,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,60
1702-CCFNJ,Male,39,Yes,0,Los Angeles,90077,34.102084,-118.451629,3,52
1703-MGIAB,Female,53,No,0,Van Nuys,91406,34.195685,-118.490752,0,17
1704-NRWYE,Female,79,No,0,Point Reyes Station,94956,38.060264,-122.830646,0,9
1705-GUHPV,Female,64,No,0,Los Angeles,90056,33.987945,-118.370442,0,63
1707-HABPF,Female,65,No,0,Santa Barbara,93103,34.438581,-119.685368,0,46
1708-PBBOA,Female,51,No,0,Banning,92220,33.936298,-116.849577,0,42
1709-EJDOX,Female,33,Yes,3,San Francisco,94134,37.721052,-122.413573,10,47
1710-RCXUS,Male,53,Yes,0,Orange,92866,33.784597,-117.844535,0,51
1716-LSAMB,Male,21,Yes,1,Santa Ana,92701,33.748478,-117.858918,1,45
1722-LDZJS,Male,38,Yes,3,Sanger,93657,36.819628,-119.440414,1,53
1723-HKXJQ,Male,64,No,0,San Diego,92120,32.807867,-117.060993,0,42
1724-BQUHA,Male,67,No,0,Los Gatos,95032,37.233034,-121.947427,0,5
1724-IQWNM,Male,37,No,1,Burbank,91504,34.213049,-118.317651,0,1
1725-IQNIY,Male,34,Yes,0,San Bernardino,92401,34.105935,-117.2914,1,54
1725-MIMXW,Male,42,No,0,Honeydew,95545,40.342928,-124.063329,0,1
1728-BQDMA,Female,22,No,0,Penryn,95663,38.859093,-121.182872,0,2
1728-CXQBE,Male,79,Yes,0,Glenn,95943,39.597975,-122.032248,9,64
1729-VLAZJ,Female,52,No,5,Santa Barbara,93101,34.419203,-119.710008,0,10
1730-VFMWO,Female,33,Yes,0,Petaluma,94952,38.237018,-122.77872,6,34
1730-ZMAME,Female,74,No,0,Ontario,91762,34.057256,-117.667677,0,32
1731-TVIUK,Female,47,No,0,Temecula,92592,33.507255,-117.029473,0,4
1732-FEKLD,Female,30,No,0,Newport Beach,92662,33.606336,-117.893042,0,54
1732-VHUBQ,Female,73,Yes,0,Escondido,92027,33.141265,-116.967221,1,47
1734-ZMNTZ,Female,50,Yes,2,Eureka,95501,40.796621,-124.15428,1,11
1735-XMJVH,Male,51,Yes,3,Sacramento,95818,38.556306,-121.495817,0,8
1740-CSDJP,Male,53,No,0,Oakhurst,93644,37.648647,-119.231447,0,1
1741-WTPON,Male,42,Yes,3,Westport,95488,39.724433,-123.767578,8,56
1744-JHKYS,Female,49,Yes,0,Pasadena,91105,34.13946,-118.166649,5,34
1746-TGTWV,Male,32,Yes,0,Whittier,90604,33.929704,-118.01208,1,1
1750-CSKKM,Male,40,No,3,Imperial Beach,91932,32.579134,-117.119009,0,9
1751-NCDLI,Male,74,Yes,0,Castroville,95012,36.784481,-121.759054,6,46
1752-OZXFY,Male,39,Yes,0,Lockwood,93932,35.989792,-121.055933,6,60
1754-GKYPY,Male,65,Yes,0,Carson,90746,33.859171,-118.252272,8,22
1755-FZQEC,Male,26,No,0,Ventura,93001,34.360261,-119.306383,0,39
1755-RMCXH,Male,37,Yes,2,San Dimas,91773,34.102119,-117.815532,5,2
1757-TCATG,Male,24,Yes,1,Huntington Beach,92649,33.721917,-118.043237,4,35
1760-CAZHT,Male,55,No,3,Glendale,91202,34.167926,-118.267539,0,25
1761-AEZZR,Male,59,No,0,Guinda,95637,38.830739,-122.196202,0,1
1763-KUAAW,Female,77,No,0,Junction City,96048,40.913192,-123.06597,0,18
1763-WQFUK,Male,45,No,0,Riverside,92503,33.890046,-117.455583,0,3
1764-VUUMT,Male,63,No,1,Spreckels,93962,36.624641,-121.647195,0,66
1766-GKNMI,Male,56,No,0,Bakersfield,93307,35.280113,-118.962329,0,29
1767-CJKBA,Male,39,No,0,Richmond,94804,37.921034,-122.341798,0,66
1767-TGTKO,Female,30,Yes,2,Dana Point,92629,33.477923,-117.705314,0,8
1768-HNVGJ,Female,80,No,0,Mountain View,94043,37.419725,-122.062947,0,45
1768-ZAIFU,Female,74,No,0,Rio Dell,95562,40.485849,-124.163234,0,1
1769-GRUIK,Female,19,No,0,Gridley,95948,39.346898,-121.759537,0,18
1771-OADNZ,Male,70,Yes,0,Pauma Valley,92061,33.313828,-116.940501,1,29
1775-KWJKQ,Male,41,Yes,0,Santa Barbara,93105,34.037342,-119.80079,5,72
1776-SPBWV,Female,43,Yes,1,Salinas,93907,36.77462,-121.664714,1,34
1777-JYQPJ,Male,19,No,0,Colfax,95713,39.084645,-120.894014,0,2
1779-PWPMG,Female,73,Yes,0,San Jose,95139,37.218705,-121.762429,1,72
1784-BXEFA,Female,63,No,0,Vacaville,95688,38.419088,-122.024568,0,10
1784-EZDKJ,Male,31,Yes,0,Hemet,92544,33.644585,-116.871544,3,51
1785-BPHTP,Male,64,Yes,2,Santa Monica,90403,34.031529,-118.491156,6,28
1790-NESIO,Female,23,No,0,Concord,94518,37.950248,-122.022455,0,13
1791-PQHBB,Female,28,No,2,El Dorado,95623,38.63153,-120.842609,0,2
1792-UXAFY,Female,80,No,0,San Jose,95110,37.34667,-121.910019,0,17
1794-HBQTJ,Female,22,No,0,Corcoran,93212,36.04533,-119.532424,0,1
1794-SWWKL,Male,22,Yes,2,Dorris,96023,41.949216,-122.050062,6,15
1796-JANOW,Female,33,No,0,Fiddletown,95629,38.513484,-120.704613,0,2
1803-BGNBD,Female,59,No,0,Santa Monica,90402,34.035849,-118.503508,0,12
1809-DMJHQ,Female,56,No,1,Newport Beach,92660,33.634626,-117.874882,0,5
1810-BOHSY,Male,63,Yes,0,Vacaville,95687,38.333133,-121.920151,7,51
1810-MVMAI,Male,31,Yes,1,San Jose,95113,37.333851,-121.891147,4,30
1813-JLKWR,Female,47,Yes,0,Orange,92868,33.787796,-117.875928,7,64
1813-JYWTO,Female,59,Yes,0,Shandon,93461,35.634488,-120.293534,4,72
1814-DKOLC,Female,63,No,0,Loma Linda,92354,34.049315,-117.255974,0,5
1814-WFGVS,Male,53,Yes,3,Richvale,95974,39.495768,-121.747472,3,72
1816-FLZDK,Male,34,No,0,Fawnskin,92333,34.274846,-116.937581,0,1
1818-ESQMW,Female,31,No,0,San Joaquin,93660,36.600193,-120.153393,0,27
1820-DJFPH,Female,59,Yes,3,Orick,95555,41.336354,-124.044354,4,72
1820-TQVEV,Male,27,No,0,Madera,93638,37.004068,-119.930027,0,1
1821-BUCWY,Male,35,No,0,Valyermo,93563,34.39583,-117.734568,0,30
1830-GGFNM,Male,35,Yes,2,Somerset,95684,38.606703,-120.586659,6,65
1830-IPXVJ,Female,44,Yes,2,Lafayette,94549,37.907777,-122.127161,6,61
1832-PEUTS,Male,23,Yes,2,San Bernardino,92410,34.106922,-117.297553,4,62
1833-TCXKK,Male,50,Yes,0,San Bernardino,92408,34.084909,-117.258107,0,45
1833-VGRUM,Female,70,No,0,Perris,92570,33.787298,-117.320676,0,1
1834-ABKHQ,Female,59,Yes,2,Upper Lake,95485,39.220368,-122.907693,2,52
1834-WULEG,Male,61,Yes,2,Nevada City,95959,39.333737,-120.858667,5,24
1837-YQUCE,Female,54,No,0,Buena Park,90620,33.845706,-118.012204,0,70
1839-FBNFR,Female,35,Yes,1,Georgetown,95634,38.9386,-120.785514,3,39
1839-UMACK,Male,20,No,0,Pasadena,91106,34.139402,-118.128658,0,42
1840-BIUOG,Male,23,No,0,Hayward,94545,37.62984,-122.120843,0,20
1841-YSJGV,Male,58,Yes,0,South El Monte,91733,34.04622,-118.053753,9,72
1842-EZJMK,Male,28,Yes,0,Orangevale,95662,38.689174,-121.218435,1,50
1843-TLSGD,Female,56,Yes,3,Standish,96128,40.346634,-120.386422,6,13
1845-CSBRZ,Female,71,Yes,1,Pomona,91766,34.042286,-117.756106,7,22
1845-ZLLIG,Male,45,No,0,Woodbridge,95258,38.169605,-121.310964,0,1
1846-XWOQN,Female,80,No,0,Bradley,93426,35.842889,-121.004862,0,1
1848-LBZHY,Female,19,Yes,0,Downey,90242,33.921793,-118.140588,7,7
1849-RJYIG,Female,43,No,0,Sunnyvale,94087,37.3511,-122.037311,0,8
1850-AKQEP,Male,61,No,1,Santa Cruz,95064,37.007882,-122.065975,0,8
1852-QSWCD,Male,62,Yes,1,Palo Verde,92266,33.3249,-114.758334,1,64
1852-XEMDW,Male,20,No,0,Mad River,95552,40.390301,-123.412327,0,22
1853-ARAAQ,Female,47,No,0,Cayucos,93430,35.511833,-120.918713,0,26
1853-UDXBW,Male,38,Yes,0,Samoa,95564,40.809636,-124.189977,1,1
1855-AGAWH,Male,27,Yes,0,Bell,90201,33.970343,-118.171368,2,31
1855-CFULU,Female,65,No,0,Oakland,94619,37.787186,-122.14633,0,4
1862-QRWPE,Female,24,Yes,0,Pacific Palisades,90272,34.079449,-118.548306,10,48
1862-SKORY,Female,66,Yes,0,Los Angeles,90029,34.089953,-118.294824,1,40
1866-DIOQZ,Female,23,Yes,0,Forestville,95436,38.499302,-122.92444,10,71
1866-NXPSP,Female,48,No,0,Arcata,95521,40.839958,-124.003757,0,36
1866-OBPNR,Male,28,Yes,1,Sacramento,95833,38.619049,-121.517552,5,1
1866-RZZQS,Male,77,No,0,Redlands,92373,34.003243,-117.138286,0,41
1866-ZSLJM,Male,31,No,0,Valley Ford,94972,38.339996,-122.935056,0,21
1867-BDVFH,Male,35,Yes,0,Los Angeles,90056,33.987945,-118.370442,1,11
1867-TJHTS,Female,47,No,0,Sacramento,95817,38.550722,-121.457314,0,58
1871-MOWRM,Male,57,Yes,0,Woodacre,94973,38.005839,-122.638155,3,12
1872-EBWSC,Female,28,No,0,Berkeley,94702,37.866009,-122.286228,0,29
1875-QIVME,Female,26,Yes,3,Tujunga,91042,34.296574,-118.244839,1,2
1877-HKBQX,Female,21,No,0,Cerritos,90703,33.8681,-118.067402,0,11
1891-FZYSA,Male,65,Yes,0,Piercy,95587,39.955587,-123.681175,1,69
1891-QRQSA,Male,71,Yes,0,Downey,90241,33.940884,-118.128628,9,64
1891-UAWWU,Female,79,Yes,0,Johannesburg,93528,35.363339,-117.637641,1,20
1894-IGFSG,Female,38,No,0,Lancaster,93535,34.712708,-117.889656,0,22
1895-QTKDO,Female,38,No,0,San Jacinto,92583,33.796568,-116.924723,0,1
1897-OKVMW,Female,44,Yes,1,Lathrop,95330,37.80821,-121.308401,3,64
1897-RCFUM,Female,31,Yes,2,Point Arena,95468,38.911299,-123.609588,1,39
1898-JSNDC,Female,23,No,0,Elk Grove,95758,38.35363,-121.44195,0,39
1899-VXWXM,Male,55,No,0,San Diego,92130,32.957195,-117.202542,0,48
1902-XBTFB,Male,39,No,0,North Hollywood,91605,34.207295,-118.400022,0,22
1904-WAJAA,Female,23,Yes,3,Coronado,92118,32.68674,-117.186612,0,24
1905-OEILC,Female,42,No,0,Pebble Beach,93953,36.587497,-121.944815,0,1
1907-UBQFC,Male,69,No,0,San Francisco,94108,37.791998,-122.408653,0,10
1907-YLNYW,Male,47,No,0,Gasquet,95543,41.867908,-123.794144,0,8
1910-FMXJM,Female,59,Yes,0,Colton,92324,34.030915,-117.273201,8,36
1915-IOFGU,Female,53,No,0,Keene,93531,35.214982,-118.59049,0,1
1915-OAKWD,Female,56,No,0,Belvedere Tiburon,94920,37.885629,-122.46858,0,16
1918-ZBFQJ,Female,48,No,3,Glendale,91206,34.162515,-118.203869,0,13
1919-RTPQD,Male,42,Yes,1,Fish Camp,93623,37.483535,-119.679414,7,7
1921-KYSAY,Female,36,No,0,Olivehurst,95961,39.082568,-121.55325,0,41
1925-GMVBW,Female,49,No,0,Oroville,95965,39.624561,-121.552866,0,5
1925-LFCZZ,Male,71,No,0,Potrero,91963,32.619465,-116.593605,0,55
1925-TIBLE,Female,62,Yes,0,Los Angeles,90049,34.091829,-118.491244,1,7
1926-QUZNN,Female,45,Yes,0,Carmel,93923,36.460611,-121.852507,9,72
1927-QEWMY,Female,51,Yes,0,Arcadia,91007,34.128284,-118.047732,6,72
1928-BXYIV,Male,47,No,0,Placerville,95667,38.733714,-120.795213,0,1
1929-ZCBHE,Male,27,Yes,1,Georgetown,95634,38.9386,-120.785514,7,47
1930-BZLHI,Male,31,No,0,Castroville,95012,36.784481,-121.759054,0,21
1930-QPBVZ,Male,31,Yes,2,Laytonville,95454,39.806141,-123.531098,3,68
1930-WNXSB,Male,38,Yes,1,Covina,91724,34.08111,-117.853935,1,58
1932-UEDCX,Male,79,Yes,0,Manchester,95459,38.966713,-123.586412,6,33
1934-MKPXS,Male,21,Yes,0,Nicolaus,95659,38.788898,-121.608624,3,33
1934-SJVJK,Male,35,No,0,Smith River,95567,41.950683,-124.097094,0,1
1935-IMVBB,Male,43,Yes,0,San Diego,92107,32.741852,-117.243453,1,56
1936-CZAKF,Male,22,Yes,0,Graton,95444,38.434362,-122.86891,8,49
1936-UAFEH,Female,43,No,0,Pioneer,95666,38.546999,-120.271114,0,68
1937-OTUKY,Female,32,Yes,0,Seaside,93955,36.625114,-121.823565,1,72
1941-HOSAM,Male,20,Yes,3,San Diego,92101,32.72523,-117.171346,1,1
1942-OQFRW,Male,62,No,0,Forest Knolls,94933,38.010092,-122.689442,0,1
1945-XISKS,Female,22,Yes,0,Sonora,95370,37.982716,-120.343732,4,67
1950-KSVVJ,Female,57,Yes,0,Monterey Park,91754,34.050322,-118.147037,1,45
1951-IEYXM,Male,57,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,1,72
1952-DVVSW,Female,23,Yes,0,Colfax,95713,39.084645,-120.894014,4,10
1955-IBMMB,Male,47,No,0,Forest Knolls,94933,38.010092,-122.689442,0,59
1956-YIFGE,Male,36,Yes,3,Boulevard,91905,32.677097,-116.304991,10,22
1958-RNRKS,Male,62,Yes,0,El Segundo,90245,33.917145,-118.401554,4,30
1960-UOTYM,Male,61,Yes,2,Lakewood,90712,33.840524,-118.148403,5,52
1960-UYCNN,Male,35,No,0,Julian,92036,32.980678,-116.262854,0,10
1963-SVUCV,Male,59,No,0,Flournoy,96029,39.84784,-122.544556,0,1
1963-VAUKV,Female,31,No,0,Kyburz,95720,38.766036,-120.209673,0,1
1964-SVLEA,Male,59,No,0,Upland,91786,34.105493,-117.660934,0,20
1965-AKTSX,Female,65,No,0,Byron,94514,37.83323,-121.601461,0,14
1965-DDBWU,Male,37,No,0,Escondido,92027,33.141265,-116.967221,0,16
1970-KKFWL,Female,38,No,0,Rescue,95672,38.724322,-120.991237,0,35
1971-DTCZB,Female,52,Yes,0,Yreka,96097,41.764869,-122.671316,6,72
1972-XMUWV,Female,46,Yes,0,Miramonte,93641,36.696759,-119.024051,7,65
1976-AZZPJ,Male,47,Yes,0,Concord,94520,38.013825,-122.039144,3,7
1976-CFOCS,Female,69,Yes,0,Dana Point,92629,33.477923,-117.705314,1,1
1977-STDKI,Female,72,No,0,The Sea Ranch,95497,38.696659,-123.436861,0,1
1980-KXVPM,Female,68,No,0,El Centro,92243,32.770393,-115.60915,0,3
1981-INRFU,Female,44,No,0,San Diego,92109,32.787836,-117.232376,0,2
1982-FEBTD,Female,27,Yes,2,Newport Beach,92660,33.634626,-117.874882,1,23
1984-FCOWB,Female,21,Yes,0,Templeton,93465,35.536115,-120.739231,1,70
1984-GPTEH,Female,47,No,0,Burbank,91506,34.169706,-118.323548,0,29
1985-MBRYP,Female,44,No,0,Arnold,95223,38.32153,-120.236358,0,43
1986-PHGZF,Male,73,No,0,Greenwood,95635,38.921333,-120.897718,0,18
1987-AUELQ,Female,46,Yes,0,Los Angeles,90018,34.028735,-118.317236,0,71
1989-PRJHP,Male,75,Yes,0,Pleasanton,94588,37.685052,-121.912061,1,27
1991-VOPLL,Female,45,No,0,San Marcos,92069,33.162624,-117.170863,0,9
1996-DBMUS,Female,72,Yes,0,Palo Verde,92266,33.3249,-114.758334,10,48
1998-VHJHK,Female,36,No,0,Santa Barbara,93101,34.419203,-119.710008,0,27
2000-DHJUY,Female,67,Yes,0,Menlo Park,94025,37.449551,-122.183762,1,70
2000-MPKCA,Female,51,No,0,San Pedro,90732,33.744119,-118.31448,0,58
2001-EWBQU,Female,23,No,0,Stockton,95210,38.033219,-121.297433,0,60
2001-MCUUW,Male,51,No,0,Corona,92879,33.893823,-117.531446,0,46
2002-MZHWP,Female,24,No,0,Delhi,95315,37.422961,-120.765493,0,1
2003-CKLOR,Male,62,No,0,Igo,96047,40.524535,-122.647172,0,66
2004-OCQXK,Female,44,No,0,Merced,95348,37.40122,-120.514191,0,1
2005-DWQZJ,Female,26,Yes,1,Stevenson Ranch,91381,34.364153,-118.615583,1,8
2007-QVGAW,Female,51,Yes,1,Cypress,90630,33.818477,-118.038307,10,68
2011-TRQYE,Male,59,No,0,Deer Park,94576,38.554383,-122.474773,0,18
2012-NWRPA,Female,78,Yes,0,Modesto,95355,37.672906,-120.946594,1,11
2013-SGDXK,Female,27,No,0,Mariposa,95338,37.526791,-119.99437,0,1
2014-MKGMH,Female,45,No,0,Riverside,92508,33.885499,-117.324959,0,46
2017-CCBLH,Female,55,No,0,Weott,95571,40.310119,-123.909449,0,8
2018-PZKMU,Male,32,Yes,3,Santa Ana,92701,33.748478,-117.858918,10,9
2018-QKYGT,Male,19,Yes,3,San Gabriel,91775,34.114772,-118.089431,1,1
2019-HDCZY,Male,35,Yes,0,Farmersville,93223,36.29878,-119.201028,4,63
2023-VQFDL,Male,42,No,0,Riverside,92506,33.930931,-117.361788,0,18
2024-BASKD,Female,23,No,0,Exeter,93221,36.301689,-119.018233,0,1
2025-JKFWI,Male,31,No,0,Burbank,91501,34.188339,-118.300942,0,13
2026-TGDHM,Female,54,No,0,Cloverdale,95425,38.801936,-122.938935,0,7
2027-CWDNU,Male,45,Yes,3,Venice,90291,33.991782,-118.479229,1,18
2027-DNKIV,Male,28,Yes,3,Spring Valley,91977,32.726627,-116.994608,1,37
2027-FECZV,Male,44,No,0,Bodfish,93205,35.523991,-118.400432,0,12
2027-OAQQC,Female,64,No,0,Aptos,95003,37.013471,-121.877877,0,43
2027-WKXMW,Female,49,Yes,0,Montara,94037,37.540582,-122.509594,10,63
2030-BTZRO,Male,54,Yes,3,Northridge,91325,34.236683,-118.517588,1,6
2034-CGRHZ,Male,73,No,0,San Francisco,94104,37.791222,-122.402241,0,24
