Customer ID,Customer Status,Churn Category,Churn Reason
2569-WGERO,Stayed,None,None
2573-GYRUU,Stayed,None,None
2575-GFSOE,Churned,Attitude,Attitude of service provider
2576-HXMPA,Joined,None,None
2577-GVSIL,Stayed,None,None
2578-JQPHZ,Stayed,None,None
2580-ASVVY,Stayed,None,None
2580-ATZSQ,Stayed,None,None
2581-VKIRT,Stayed,None,None
2582-FFFZR,Stayed,None,None
2585-KTFRE,Joined,None,None
2586-CWXVV,Stayed,None,None
2587-EKXTS,Stayed,None,None
2587-YNLES,Stayed,None,None
2589-AYCRP,Stayed,None,None
2592-HODOV,Stayed,None,None
2592-SEIFQ,Churned,Competitor,Competitor offered higher download speeds
2592-YKDIF,Joined,None,None
2595-KIWPV,Stayed,None,None
2599-CIPQE,Stayed,None,None
2599-CZABP,Stayed,None,None
2603-HVKCG,Stayed,None,None
2604-IJPDU,Stayed,None,None
2604-XVDAM,Stayed,None,None
2606-PKWJB,Stayed,None,None
2606-RMDHZ,Churned,Competitor,Competitor had better devices
2607-DHDAK,Stayed,None,None
2607-FBDFF,Joined,None,None
2608-BHKFN,Churned,Competitor,Competitor had better devices
2609-IAICY,Churned,Dissatisfaction,Limited range of services
2612-PHGOX,Stayed,None,None
2612-RANWT,Churned,Price,Price too high
2612-RRIDN,Churned,Dissatisfaction,Limited range of services
2615-YVMYX,Stayed,None,None
2616-FLVQC,Stayed,None,None
2616-UUTFK,Stayed,None,None
2619-WFQWU,Churned,Competitor,Competitor offered higher download speeds
2621-UDNLU,Joined,None,None
2623-DRYAM,Stayed,None,None
2625-TRCZQ,Stayed,None,None
2626-URJFX,Churned,Dissatisfaction,Network reliability
2626-VEEWG,Stayed,None,None
2632-IVXVF,Stayed,None,None
2632-TACXW,Stayed,None,None
2632-UCGVD,Churned,Price,Extra data charges
2634-HCZGT,Churned,Other,Moved
2636-ALXXZ,Churned,Dissatisfaction,Poor expertise of online support
2636-OHFMN,Churned,Price,Long distance charges
2636-SJDOU,Stayed,None,None
2637-FKFSY,Joined,None,None
2639-UGMAZ,Stayed,None,None
2640-LYMOV,Joined,None,None
2640-PMGFL,Churned,Price,Lack of affordable download/upload speed
2642-DTVCO,Churned,Attitude,Attitude of service provider
2642-MAWLJ,Stayed,None,None
2645-QTLMB,Churned,Dissatisfaction,Network reliability
2649-HWLYB,Stayed,None,None
2650-GYRYL,Stayed,None,None
2651-ZCBXV,Stayed,None,None
2654-VBVPB,Joined,None,None
2656-FMOKZ,Churned,Dissatisfaction,Limited range of services
2656-TABEH,Churned,Dissatisfaction,Service dissatisfaction
2657-ALMWY,Churned,Price,Price too high
2657-VPXTA,Stayed,None,None
2659-VXMWZ,Churned,Attitude,Attitude of support person
2660-EMUBI,Churned,Competitor,Competitor made better offer
2661-GKBTK,Stayed,None,None
2662-NNTDK,Stayed,None,None
2664-XJZNO,Stayed,None,None
2665-NPTGL,Stayed,None,None
2667-WYLWJ,Churned,Price,Long distance charges
2668-TZSPS,Joined,None,None
2669-OIDSD,Stayed,None,None
2669-QVCRG,Stayed,None,None
2672-DZUOY,Churned,Competitor,Competitor had better devices
2672-HUYVI,Churned,Price,Long distance charges
2672-OJQZP,Joined,None,None
2672-TGEFF,Stayed,None,None
2673-CXQEU,Stayed,None,None
2673-ZALNP,Stayed,None,None
2674-MIAHT,Stayed,None,None
2674-MLXMN,Stayed,None,None
2675-DHUTR,Stayed,None,None
2675-IJRGJ,Stayed,None,None
2675-OTVVJ,Stayed,None,None
2676-ISHSF,Joined,None,None
2676-OXPPQ,Stayed,None,None
2676-SSLTO,Stayed,None,None
2680-XKKNJ,Stayed,None,None
2682-KEVRP,Stayed,None,None
2683-BPJSO,Churned,Dissatisfaction,Lack of self-service on Website
2683-JXWQQ,Stayed,None,None
2684-EIWEO,Churned,Competitor,Competitor made better offer
2685-SREOM,Churned,Competitor,Competitor had better devices
2688-BHGOG,Stayed,None,None
2690-DVRVK,Stayed,None,None
2691-NZETQ,Churned,Competitor,Competitor offered higher download speeds
2692-AQCPF,Stayed,None,None
2692-BUCFV,Stayed,None,None
2692-PFYTJ,Joined,None,None
2694-CIUMO,Stayed,None,None
2696-ECXKC,Stayed,None,None
2696-NARTR,Churned,Other,Moved
2696-RZVZW,Stayed,None,None
2697-NQBPF,Stayed,None,None
2700-LUEVA,Joined,None,None
2703-AMTUL,Stayed,None,None
2706-QZIHY,Stayed,None,None
2709-UQGNP,Stayed,None,None
2710-WYVXG,Joined,None,None
2712-SYWAY,Joined,None,None
2716-GFZOR,Stayed,None,None
2717-HVIZY,Stayed,None,None
2718-GAXQD,Churned,Competitor,Competitor made better offer
2718-YSKCS,Stayed,None,None
2719-BDAQO,Churned,Price,Price too high
2720-FVBQP,Stayed,None,None
2720-WGKHP,Churned,Other,Don't know
2722-JMONI,Churned,Dissatisfaction,Limited range of services
2722-VOJQL,Churned,Other,Don't know
2724-FJDYW,Stayed,None,None
2725-IWWBA,Stayed,None,None
2725-KXXWT,Churned,Attitude,Attitude of support person
2725-TTRIQ,Stayed,None,None
2729-VNVAP,Stayed,None,None
2731-GJRDG,Stayed,None,None
2732-ISEZX,Stayed,None,None
2737-WFVYW,Churned,Dissatisfaction,Product dissatisfaction
2737-YNGYW,Churned,Attitude,Attitude of support person
2739-CACDQ,Stayed,None,None
2739-CCZMB,Stayed,None,None
2740-JFBOK,Stayed,None,None
2740-TVLFN,Joined,None,None
2746-DIJLO,Stayed,None,None
2748-MYRVK,Churned,Price,Long distance charges
2749-CTKAJ,Stayed,None,None
2750-BJLSB,Stayed,None,None
2753-JMMCV,Stayed,None,None
2754-SDJRD,Stayed,None,None
2754-VDLTR,Churned,Competitor,Competitor offered more data
2754-XBHTB,Churned,Competitor,Competitor made better offer
2758-RNWXS,Stayed,None,None
2761-OCIAX,Churned,Competitor,Competitor made better offer
2761-XECQW,Stayed,None,None
2770-NSVDG,Stayed,None,None
2773-MADBQ,Stayed,None,None
2773-OVBPK,Stayed,None,None
2774-LVQUS,Churned,Competitor,Competitor made better offer
2775-SEFEE,Stayed,None,None
2777-PHDEI,Churned,Competitor,Competitor offered more data
2778-OCLGR,Churned,Competitor,Competitor had better devices
2782-JEEBU,Stayed,None,None
2782-LFZVW,Stayed,None,None
2786-GCDPI,Stayed,None,None
2788-CJQAQ,Stayed,None,None
2789-CZANW,Stayed,None,None
2789-HQBOU,Joined,None,None
2790-XUYMV,Stayed,None,None
2791-SFVEW,Stayed,None,None
2792-LSHWX,Joined,None,None
2792-VPPET,Joined,None,None
2794-XIMMO,Churned,Price,Lack of affordable download/upload speed
2796-NNUFI,Stayed,None,None
2796-UUZZO,Stayed,None,None
2798-NYLMZ,Stayed,None,None
2799-ARNLO,Stayed,None,None
2799-TSLAG,Stayed,None,None
2800-QQUSO,Stayed,None,None
2800-VEQXM,Joined,None,None
2801-NISEI,Stayed,None,None
2804-ETQDK,Stayed,None,None
2805-AUFQN,Stayed,None,None
2805-EDJPQ,Stayed,None,None
2806-MLNTI,Stayed,None,None
2808-CHTDM,Stayed,None,None
2809-ILCYT,Stayed,None,None
2809-ZMYOQ,Stayed,None,None
2810-FTLEM,Churned,Competitor,Competitor offered higher download speeds
2811-POVEX,Stayed,None,None
2812-ENYMO,Stayed,None,None
2812-REYAT,Stayed,None,None
2812-SFXMJ,Joined,None,None
2815-CPTUL,Churned,Price,Price too high
2817-LVCPP,Stayed,None,None
2817-NTQDO,Churned,Dissatisfaction,Poor expertise of online support
2819-GWENI,Stayed,None,None
2821-WARNZ,Stayed,None,None
2823-LKABH,Stayed,None,None
2824-DXNKN,Stayed,None,None
2824-MYYBN,Stayed,None,None
2826-DXLQO,Stayed,None,None
2826-UWHIS,Stayed,None,None
2828-SLQPF,Stayed,None,None
2829-HYVZP,Stayed,None,None
2830-LEWOA,Stayed,None,None
2831-EBWRN,Stayed,None,None
2832-KJCRD,Stayed,None,None
2832-SCUCO,Joined,None,None
2833-SLKDQ,Churned,Competitor,Competitor had better devices
2834-JKOOW,Stayed,None,None
2834-JRTUA,Churned,Competitor,Competitor had better devices
2834-SPCJV,Churned,Competitor,Competitor had better devices
2839-RFSQE,Churned,Attitude,Attitude of support person
2840-XANRC,Churned,Competitor,Competitor made better offer
2842-BCQGE,Stayed,None,None
2842-JTCCU,Churned,Attitude,Attitude of service provider
2843-CQMEG,Stayed,None,None
2845-AFFTX,Churned,Dissatisfaction,Product dissatisfaction
2845-HSJCY,Churned,Competitor,Competitor made better offer
2845-KDHVX,Stayed,None,None
2848-YXSMW,Stayed,None,None
2851-MMUTZ,Stayed,None,None
2851-STERV,Stayed,None,None
2853-CWQFQ,Joined,None,None
2856-HYAPG,Churned,Price,Price too high
2856-NNASM,Churned,Dissatisfaction,Network reliability
2858-EIMXH,Stayed,None,None
2858-MOFSQ,Churned,Price,Price too high
2860-RANUS,Churned,Price,Price too high
2862-JVEOY,Stayed,None,None
2862-PFNIK,Joined,None,None
2863-IMQDR,Stayed,None,None
2865-TCHJW,Churned,Competitor,Competitor had better devices
2866-IKBTM,Joined,None,None
2867-UIMSS,Churned,Dissatisfaction,Product dissatisfaction
2868-LLSKM,Stayed,None,None
2868-MZAGQ,Churned,Dissatisfaction,Service dissatisfaction
2868-SNELZ,Churned,Competitor,Competitor made better offer
2869-ADAWR,Churned,Dissatisfaction,Poor expertise of online support
2873-ZLIWT,Churned,Competitor,Competitor made better offer
2874-YXVVA,Stayed,None,None
2876-GZYZC,Stayed,None,None
2876-VBBBL,Churned,Attitude,Attitude of support person
2877-VDUER,Stayed,None,None
2878-DHMIN,Stayed,None,None
2878-RMWXY,Stayed,None,None
2880-FPNAE,Joined,None,None
2882-DDZPG,Stayed,None,None
2882-WDTBA,Stayed,None,None
2883-ILGWO,Stayed,None,None
2884-GBPFB,Churned,Other,Moved
2885-HIJDH,Stayed,None,None
2886-KEFUM,Churned,Attitude,Attitude of support person
2887-JPYLU,Stayed,None,None
2888-ADFAO,Stayed,None,None
2889-FPWRM,Churned,Competitor,Competitor offered higher download speeds
2890-WFBHU,Stayed,None,None
2892-GESUL,Stayed,None,None
2894-QOJRX,Churned,Competitor,Competitor had better devices
2896-TBNBE,Stayed,None,None
2897-DOVND,Joined,None,None
2898-LSJGD,Churned,Attitude,Attitude of service provider
2898-MRKPI,Stayed,None,None
2900-PHPLN,Stayed,None,None
2903-YYTBW,Joined,None,None
2904-GGUAZ,Stayed,None,None
2905-KFQUV,Joined,None,None
2907-ILJBN,Stayed,None,None
2908-WGAXL,Stayed,None,None
2908-ZTPNF,Stayed,None,None
2911-IJORQ,Stayed,None,None
2911-UREFD,Churned,Dissatisfaction,Lack of self-service on Website
2911-WDXMV,Stayed,None,None
2916-BQZLN,Stayed,None,None
2919-HBCJO,Churned,Other,Moved
2920-RNCEZ,Joined,None,None
2921-XWDJH,Stayed,None,None
2923-ARZLG,Stayed,None,None
2924-KHUVI,Stayed,None,None
2925-MXLSX,Stayed,None,None
2925-VDZHY,Stayed,None,None
2926-JEJJC,Stayed,None,None
2927-CVULT,Stayed,None,None
2927-QRRQV,Stayed,None,None
2928-HLDBA,Stayed,None,None
2929-ERCFZ,Churned,Competitor,Competitor had better devices
2929-QNSRW,Churned,Competitor,Competitor made better offer
2930-UOTMB,Churned,Competitor,Competitor offered higher download speeds
2931-FSOHN,Stayed,None,None
2931-SVLTV,Stayed,None,None
2931-VUVJN,Stayed,None,None
2931-XIQBR,Stayed,None,None
2933-FILNV,Churned,Dissatisfaction,Lack of self-service on Website
2933-XEUJM,Stayed,None,None
2937-FTHUR,Stayed,None,None
2946-KIQSP,Stayed,None,None
2947-DOMLJ,Churned,Dissatisfaction,Service dissatisfaction
2951-QOQTK,Churned,Competitor,Competitor offered higher download speeds
2952-QAYZF,Churned,Competitor,Competitor had better devices
2954-PIBKO,Stayed,None,None
2955-BJZHG,Churned,Competitor,Competitor had better devices
2955-PSXOE,Churned,Price,Price too high
2956-GGUCQ,Churned,Attitude,Attitude of service provider
2957-JIRMN,Stayed,None,None
2957-LOLHO,Churned,Competitor,Competitor made better offer
2958-NHPPS,Stayed,None,None
2959-EEXWB,Stayed,None,None
2959-FENLU,Stayed,None,None
2959-MJHIC,Churned,Dissatisfaction,Product dissatisfaction
2960-NKRSO,Stayed,None,None
2961-VNFKL,Stayed,None,None
2962-XPMCQ,Churned,Competitor,Competitor offered higher download speeds
2967-MXRAV,Joined,None,None
2968-SSGAA,Churned,Competitor,Competitor offered more data
2969-QWUBZ,Joined,None,None
2969-VAPYH,Stayed,None,None
2969-WGHQO,Stayed,None,None
2971-SGAFL,Stayed,None,None
2972-YDYUW,Stayed,None,None
2974-GGUXS,Stayed,None,None
2977-CEBSX,Stayed,None,None
2978-XXSOG,Stayed,None,None
2979-SXESE,Churned,Other,Moved
2982-IHMFT,Churned,Competitor,Competitor made better offer
2982-VPSGI,Churned,Competitor,Competitor made better offer
2983-ZANRP,Churned,Competitor,Competitor had better devices
2984-AFWNC,Joined,None,None
2984-MIIZL,Churned,Dissatisfaction,Network reliability
2984-RGEYA,Stayed,None,None
2984-TBYKU,Stayed,None,None
2985-FMWYF,Stayed,None,None
2985-JUUBZ,Stayed,None,None
2987-BJXIK,Stayed,None,None
2988-GBIVW,Stayed,None,None
2988-PLAHS,Joined,None,None
2988-QRAJY,Stayed,None,None
2990-HWIML,Churned,Competitor,Competitor had better devices
2990-IAJSV,Stayed,None,None
2990-OGYTD,Stayed,None,None
2995-UPRYS,Churned,Other,Moved
2995-YWTCD,Stayed,None,None
2996-XAUVF,Stayed,None,None
2999-AANRQ,Stayed,None,None
3001-CBHLQ,Churned,Attitude,Attitude of support person
3001-UNBTL,Stayed,None,None
3002-WQZWT,Stayed,None,None
3003-CMDUU,Stayed,None,None
3005-NFMTA,Churned,Price,Price too high
3005-TYFRD,Stayed,None,None
3006-XIMLN,Churned,Dissatisfaction,Lack of self-service on Website
3007-FDPEA,Joined,None,None
3009-JWMPU,Churned,Attitude,Attitude of service provider
3011-WQKSZ,Stayed,None,None
3012-VFFMN,Stayed,None,None
3014-WJKSM,Stayed,None,None
3016-KSVCP,Stayed,None,None
3018-TFTSU,Churned,Dissatisfaction,Poor expertise of phone support
3021-VLNRJ,Stayed,None,None
3022-BEXHZ,Stayed,None,None
3023-GFLBR,Churned,Attitude,Attitude of service provider
3026-ATZYV,Stayed,None,None
3027-YNWZU,Stayed,None,None
3027-ZTDHO,Churned,Other,Don't know
3030-YDNRM,Stayed,None,None
3030-YZADT,Churned,Competitor,Competitor had better devices
3030-ZKIWL,Joined,None,None
3034-ZBEQN,Churned,Dissatisfaction,Product dissatisfaction
3038-PQIUY,Stayed,None,None
3039-MJSLN,Joined,None,None
3043-SUDUA,Stayed,None,None
3043-TYBNO,Joined,None,None
3045-XETSH,Churned,Competitor,Competitor offered more data
3049-NDXFL,Churned,Competitor,Competitor made better offer
3049-SOLAY,Churned,Competitor,Competitor made better offer
3050-GBUSH,Joined,None,None
3050-RLLXC,Stayed,None,None
3055-MJDSB,Stayed,None,None
3055-OYMSE,Stayed,None,None
3055-VTCGS,Stayed,None,None
3057-VJJQE,Stayed,None,None
3058-HJCUY,Churned,Competitor,Competitor had better devices
3058-WQDRE,Stayed,None,None
3059-NGMXB,Stayed,None,None
3061-BCKYI,Stayed,None,None
3062-ICYZQ,Stayed,None,None
3063-QFSZL,Churned,Competitor,Competitor had better devices
3066-RRJIO,Churned,Competitor,Competitor made better offer
3067-SVMTC,Stayed,None,None
3068-OMWZA,Churned,Competitor,Competitor made better offer
3069-SSVSN,Joined,None,None
3070-BDOQC,Stayed,None,None
3070-DVEYC,Churned,Attitude,Attitude of support person
3070-FNFZQ,Stayed,None,None
3071-MVJCD,Stayed,None,None
3071-VBYPO,Joined,None,None
3074-GQWYX,Churned,Competitor,Competitor made better offer
3077-RSNTJ,Stayed,None,None
3078-ZKNTS,Stayed,None,None
3079-BCHLN,Stayed,None,None
3082-VQXNH,Joined,None,None
3082-WQRVY,Stayed,None,None
3082-YVEKW,Stayed,None,None
3084-DOWLE,Stayed,None,None
3085-QUOZK,Churned,Attitude,Attitude of service provider
3086-RUCRN,Stayed,None,None
3088-FVYWK,Stayed,None,None
3088-LHEFH,Stayed,None,None
3090-HAWSU,Churned,Competitor,Competitor offered more data
3090-LETTY,Joined,None,None
3090-QFUVD,Joined,None,None
3091-FYHKI,Churned,Dissatisfaction,Network reliability
3092-IGHWF,Churned,Competitor,Competitor made better offer
3094-JOJAI,Stayed,None,None
3096-GKWEB,Stayed,None,None
3096-IZETN,Churned,Attitude,Attitude of support person
3096-JRDSO,Churned,Competitor,Competitor made better offer
3096-WPXBT,Stayed,None,None
3096-YXENJ,Stayed,None,None
3097-FQTVJ,Stayed,None,None
3097-IDVPU,Stayed,None,None
3097-NNSPB,Churned,Competitor,Competitor had better devices
3097-NQYSN,Churned,Competitor,Competitor had better devices
3097-PYWXL,Stayed,None,None
3099-OONVS,Stayed,None,None
3104-OWCGK,Churned,Other,Moved
3106-ULWFW,Churned,Competitor,Competitor had better devices
3108-PCCGG,Stayed,None,None
3113-IWHLC,Stayed,None,None
3115-CZMZD,Stayed,None,None
3115-JPJDD,Stayed,None,None
3118-UHVVQ,Stayed,None,None
3120-FAZKD,Stayed,None,None
3125-RAHBV,Stayed,None,None
3126-WQMGH,Stayed,None,None
3128-YOVTD,Stayed,None,None
3129-AAQOU,Stayed,None,None
3130-ICDUP,Joined,None,None
3131-NWVFJ,Stayed,None,None
3132-TVFDZ,Churned,Attitude,Attitude of support person
3133-PZNSR,Stayed,None,None
3134-DSHVC,Stayed,None,None
3137-LUPIX,Stayed,None,None
3137-NYQQI,Stayed,None,None
3138-BKYAV,Churned,Attitude,Attitude of service provider
3143-ILDAL,Churned,Attitude,Attitude of support person
3143-JQEGI,Churned,Competitor,Competitor made better offer
3144-AUDBS,Churned,Competitor,Competitor had better devices
3144-KMTWZ,Stayed,None,None
3146-JTQHR,Stayed,None,None
3146-MSEGF,Stayed,None,None
3148-AOIQT,Stayed,None,None
3148-BLQJT,Churned,Competitor,Competitor made better offer
3154-CFSZG,Stayed,None,None
3154-HMWUU,Stayed,None,None
3156-QLHBO,Joined,None,None
3158-MOERK,Churned,Competitor,Competitor offered more data
3160-TYXLT,Stayed,None,None
3161-GETRM,Stayed,None,None
3161-ONRWK,Stayed,None,None
3162-KKZXO,Stayed,None,None
3162-ZJZFU,Stayed,None,None
3164-AALRN,Churned,Competitor,Competitor had better devices
3164-YAXFY,Stayed,None,None
3165-HDOEW,Churned,Other,Don't know
3166-PNEOF,Stayed,None,None
3167-SNQPL,Stayed,None,None
3170-GWYKC,Stayed,None,None
3170-NMYVV,Stayed,None,None
3173-NVMPX,Stayed,None,None
3173-WSSUE,Stayed,None,None
3174-AKMAS,Stayed,None,None
3174-RKMOW,Stayed,None,None
3177-LASXD,Churned,Dissatisfaction,Poor expertise of phone support
3178-CIFOT,Stayed,None,None
3178-FESZO,Churned,Other,Don't know
3179-GBRWV,Stayed,None,None
3181-MIZBN,Stayed,None,None
3181-VTHOE,Stayed,None,None
3186-AJIEK,Stayed,None,None
3186-BAXNB,Churned,Attitude,Attitude of service provider
3190-FZATL,Stayed,None,None
3190-ITQXP,Stayed,None,None
3190-XFANI,Churned,Competitor,Competitor offered more data
3191-CSNMG,Joined,None,None
3192-LNKRK,Stayed,None,None
3192-NQECA,Churned,Competitor,Competitor had better devices
3194-ORPIK,Churned,Competitor,Competitor had better devices
3195-TQDZX,Joined,None,None
3196-NVXLZ,Stayed,None,None
3197-ARFOY,Stayed,None,None
3197-NNYNB,Stayed,None,None
3198-VELRD,Churned,Competitor,Competitor had better devices
3199-NPKCN,Stayed,None,None
3199-XGZCY,Stayed,None,None
3200-MNQTF,Stayed,None,None
3205-MXZRA,Stayed,None,None
3207-OYBWH,Churned,Attitude,Attitude of support person
3208-YPIOE,Churned,Competitor,Competitor made better offer
3209-ZPKFI,Stayed,None,None
3211-AAPKX,Stayed,None,None
3211-ILJTT,Churned,Competitor,Competitor had better devices
3212-KXOCR,Stayed,None,None
3213-VVOLG,Stayed,None,None
3214-IYUUQ,Stayed,None,None
3217-FZDMN,Churned,Competitor,Competitor had better devices
3219-JQRSL,Stayed,None,None
3221-CJMSG,Stayed,None,None
3223-DWFIO,Stayed,None,None
3223-WZWJM,Churned,Competitor,Competitor offered higher download speeds
3224-DFQNQ,Stayed,None,None
3227-WLKLI,Stayed,None,None
3229-USWAR,Stayed,None,None
3230-IUALN,Stayed,None,None
3230-JCNZS,Stayed,None,None
3230-WYKIR,Churned,Dissatisfaction,Product dissatisfaction
3234-VKACU,Joined,None,None
3235-ETOOB,Churned,Competitor,Competitor made better offer
3237-AJGEH,Churned,Dissatisfaction,Poor expertise of online support
3239-TPHPZ,Stayed,None,None
3243-ZHOHY,Stayed,None,None
3244-CQPHU,Stayed,None,None
3244-DCJWY,Churned,Competitor,Competitor had better devices
3247-MHJKM,Joined,None,None
3247-ZVOUO,Churned,Attitude,Attitude of support person
3249-VHRIP,Stayed,None,None
3249-ZPQRG,Churned,Competitor,Competitor made better offer
3251-YMVWZ,Stayed,None,None
3253-HKOKL,Stayed,None,None
3254-YRILK,Churned,Competitor,Competitor had better devices
3255-GRXMG,Stayed,None,None
3256-EZDBI,Stayed,None,None
3258-SANFR,Stayed,None,None
3258-SYSWS,Stayed,None,None
3258-ZKPAI,Stayed,None,None
3259-FDWOY,Churned,Competitor,Competitor offered higher download speeds
3259-KNMRR,Stayed,None,None
3259-QMXUN,Stayed,None,None
3261-CQXOL,Stayed,None,None
3262-EIDHV,Stayed,None,None
3266-FTKHB,Stayed,None,None
3269-ATYWD,Churned,Other,Don't know
3272-VUHPV,Stayed,None,None
3274-NSDWE,Stayed,None,None
3275-RHRNE,Stayed,None,None
3276-HDUEG,Churned,Competitor,Competitor made better offer
3278-FSIXX,Joined,None,None
3279-DYZQM,Stayed,None,None
3280-MRDOF,Stayed,None,None
3280-NMUVX,Stayed,None,None
3282-ZISZV,Stayed,None,None
3283-WCWXT,Stayed,None,None
3284-SVCRO,Stayed,None,None
3285-UCQVC,Churned,Other,Don't know
3292-PBZEJ,Stayed,None,None
3295-YVUSR,Joined,None,None
3296-SILRA,Churned,Attitude,Attitude of support person
3298-QEICA,Stayed,None,None
3301-LSLWQ,Stayed,None,None
3301-VKTGC,Stayed,None,None
3307-TLCUD,Stayed,None,None
3308-DGHKL,Stayed,None,None
3308-JSGML,Stayed,None,None
3308-MHOOC,Joined,None,None
3312-UUMZW,Stayed,None,None
3312-ZWLGF,Stayed,None,None
3313-QKNKB,Churned,Competitor,Competitor offered more data
3315-IKYZQ,Stayed,None,None
3315-TOTBP,Churned,Dissatisfaction,Lack of self-service on Website
3316-UWXUY,Stayed,None,None
3317-HRTNN,Churned,Competitor,Competitor made better offer
3317-VLGQT,Stayed,None,None
3318-ISQFQ,Stayed,None,None
3318-NMQXL,Joined,None,None
3318-OSATS,Churned,Other,Don't know
3319-DWOEP,Churned,Competitor,Competitor made better offer
3320-VEOYC,Stayed,None,None
3323-CPBWR,Stayed,None,None
3324-OIRTO,Stayed,None,None
3325-FUYCG,Churned,Dissatisfaction,Service dissatisfaction
3327-YBAKM,Stayed,None,None
3329-WDIOK,Churned,Dissatisfaction,Poor expertise of online support
3331-HQDTW,Churned,Competitor,Competitor made better offer
3334-CTHOL,Churned,Competitor,Competitor had better devices
3336-JORSO,Churned,Dissatisfaction,Product dissatisfaction
3338-CVVEH,Stayed,None,None
3339-EAQNV,Stayed,None,None
3340-QBBFM,Stayed,None,None
3345-JHUEO,Stayed,None,None
3345-PBBFH,Stayed,None,None
3346-BRMIS,Churned,Dissatisfaction,Service dissatisfaction
3347-YJZZE,Stayed,None,None
3348-CFRNX,Churned,Price,Lack of affordable download/upload speed
3349-ANQNH,Stayed,None,None
3351-NGXYI,Stayed,None,None
3351-NQLDI,Churned,Price,Long distance charges
3352-ALMCK,Stayed,None,None
3352-RICWQ,Stayed,None,None
3354-OADJP,Stayed,None,None
3359-DSRKA,Stayed,None,None
3363-DTIVD,Stayed,None,None
3363-EWLGO,Stayed,None,None
3365-SAIGS,Stayed,None,None
3370-GQEAL,Stayed,None,None
3370-HXOPH,Joined,None,None
3372-CDXFJ,Stayed,None,None
3372-KWFBM,Churned,Dissatisfaction,Network reliability
3373-DIUUN,Stayed,None,None
3373-YZZYM,Joined,None,None
3374-LXDEV,Churned,Competitor,Competitor had better devices
3374-PZLXD,Stayed,None,None
3374-TTZTK,Stayed,None,None
3376-BMGFE,Churned,Dissatisfaction,Product dissatisfaction
3378-AJRAO,Stayed,None,None
3384-CTMSF,Stayed,None,None
3387-PLKUI,Stayed,None,None
3387-VATUS,Churned,Attitude,Attitude of service provider
3389-KTRXV,Stayed,None,None
3389-YGYAI,Churned,Price,Price too high
3391-JSQEW,Stayed,None,None
3392-EHMNK,Stayed,None,None
3393-FMZPV,Churned,Price,Extra data charges
3396-DKDEL,Stayed,None,None
3397-AVTKU,Stayed,None,None
3398-FSHON,Churned,Competitor,Competitor made better offer
3398-GCPMU,Stayed,None,None
3398-ZOUAA,Churned,Attitude,Attitude of support person
3399-BMLVW,Stayed,None,None
3400-ESFUW,Churned,Competitor,Competitor offered more data
3401-URHDA,Stayed,None,None
3402-XRIUO,Stayed,None,None
3404-JNXAX,Stayed,None,None
3407-JMJQQ,Stayed,None,None
3407-QGWLG,Joined,None,None
3410-MHHUM,Stayed,None,None
3410-YOQBQ,Stayed,None,None
3411-WLRSQ,Joined,None,None
3413-BMNZE,Joined,None,None
3413-CSSTH,Stayed,None,None
3413-DHLPB,Stayed,None,None
3415-TAILE,Churned,Competitor,Competitor had better devices
3417-TSCIC,Stayed,None,None
3419-SNJJD,Churned,Attitude,Attitude of support person
3420-YJLQT,Joined,None,None
3420-ZDBMA,Stayed,None,None
3422-GALYP,Joined,None,None
3422-LYEPQ,Churned,Attitude,Attitude of support person
3422-WJOYD,Stayed,None,None
3423-HHXAO,Stayed,None,None
3424-NMNBO,Churned,Competitor,Competitor made better offer
3426-NIYYL,Churned,Attitude,Attitude of support person
3427-GGZZI,Stayed,None,None
3428-MMGUB,Stayed,None,None
3428-XZMAZ,Churned,Price,Long distance charges
3429-IFLEM,Stayed,None,None
3439-GVUSX,Joined,None,None
3440-JPSCL,Churned,Competitor,Competitor offered higher download speeds
3441-CGZJH,Stayed,None,None
3442-ZHHCC,Stayed,None,None
3445-HXXGF,Churned,Dissatisfaction,Service dissatisfaction
3446-QDSZF,Stayed,None,None
3450-WXOAT,Stayed,None,None
3451-VAWLI,Stayed,None,None
3452-ABWRL,Stayed,None,None
3452-FLHYD,Stayed,None,None
3452-GWUIN,Stayed,None,None
3452-SRFEG,Stayed,None,None
3453-RTHJQ,Stayed,None,None
3454-JFUBC,Stayed,None,None
3457-PQBYH,Stayed,None,None
3458-IDMFK,Stayed,None,None
3460-TJBWI,Stayed,None,None
3462-BJQQA,Stayed,None,None
3466-BYAVD,Stayed,None,None
3466-RITXD,Stayed,None,None
3466-WAESX,Stayed,None,None
3468-DRVQJ,Stayed,None,None
3470-BTGQO,Stayed,None,None
3470-OBUET,Stayed,None,None
3472-OAOOR,Stayed,None,None
3472-QPRCH,Stayed,None,None
3473-XIIIT,Churned,Competitor,Competitor had better devices
3474-BAFSJ,Stayed,None,None
3481-JHUZH,Stayed,None,None
3482-ABPKK,Stayed,None,None
3486-HOOGQ,Stayed,None,None
3486-KHMLI,Stayed,None,None
3486-NPGST,Stayed,None,None
3487-EARAT,Stayed,None,None
3488-PGMQJ,Churned,Dissatisfaction,Poor expertise of online support
3489-HHPFY,Joined,None,None
3489-VSFRD,Stayed,None,None
3494-JCHRQ,Churned,Attitude,Attitude of support person
3496-LFSZU,Stayed,None,None
3498-LZGQZ,Stayed,None,None
